Main_Weather_ID,station_name,MONTH,DBTempAvg,Relative  Humidity,Wind,South_Vert_Solar,East_Vert_Solar,West_Vert_Solar,North_Vert_Solar,HorizSol,bin data
41,SEWARD AIRPORT AK US,4,38.7,75.3,10,870,634,615,326,919,"51,15,2.704 53,5,2.120 55,2,1.170 61,1,1.621"
41,SEWARD AIRPORT AK US,5,46.4,68.2,9,873,741,745,461,1204,"51,89,1.586 53,25,2.296 55,16,2.821 57,8,3.231 59,1,3.210 61,5,3.979 63,2,4.232 65,6,3.678 67,6,3.852 69,1,3.774"
41,SEWARD AIRPORT AK US,6,52.2,72.5,10.5,809,729,865,557,1314,"51,122,0.471 53,124,0.911 55,81,0.955 57,50,1.234 59,27,2.139 61,16,2.296 63,22,3.415 65,18,3.345 67,13,2.930 69,15,3.254 71,4,2.363 73,6,3.724"
41,SEWARD AIRPORT AK US,7,56,83.6,8.2,968,828,890,527,1406,"51,192,0.231 53,177,0.575 55,146,1.042 57,78,1.479 59,39,2.362 61,30,3.009 63,15,3.125 65,5,3.495 67,8,4.720 69,2,4.608 71,2,4.954 73,2,5.140"
41,SEWARD AIRPORT AK US,8,55.7,72.7,8.5,1025,818,829,346,1238,"51,128,0.171 53,109,0.373 55,96,0.655 57,90,1.236 59,37,1.423 61,67,2.001 63,41,2.263 65,29,1.997 67,19,2.590 69,26,2.583 71,7,3.229 73,5,2.995 75,1,3.503"
41,SEWARD AIRPORT AK US,9,49.5,71.6,8.4,581,401,444,246,585,"51,130,0.974 53,69,1.314 55,37,2.245 57,37,2.814 59,20,3.425 61,13,4.427 63,5,3.947"
41,SEWARD AIRPORT AK US,10,39.6,73.4,11.9,504,248,241,132,340,"51,5,0.902 53,3,0.991 55,1,1.054 59,1,1.130"
41,SEWARD AIRPORT AK US,11,30.9,71.8,11.7,668,195,204,80,162,
41,SEWARD AIRPORT AK US,12,28.9,85,9,145,43,41,26,56,
42,SITKA AIRPORT AK US,1,36.4,69.7,7.9,395,128,132,69,132,"51,2,0.000"
42,SITKA AIRPORT AK US,2,36.7,64,8,594,267,284,140,370,
42,SITKA AIRPORT AK US,3,38,66.4,9.4,795,480,484,247,701,"51,4,0.935 53,1,0.552"
42,SITKA AIRPORT AK US,4,42.5,62.8,6.7,1113,841,860,477,1128,"51,3,2.334"
42,SITKA AIRPORT AK US,5,47.8,73.6,6.7,1252,1151,1137,691,1595,"51,88,0.920 53,26,1.297 55,20,0.947 57,8,1.465 59,5,0.459 61,5,2.162 63,4,3.004 65,5,2.152 67,3,5.302 69,10,4.451 71,3,3.841"
42,SITKA AIRPORT AK US,6,52.8,81.2,6.4,785,713,932,586,1331,"51,192,0.836 53,132,0.833 55,70,1.605 57,53,1.468 59,8,1.382 61,17,1.744 63,15,2.896 65,5,3.740 67,8,3.851 69,3,4.406"
42,SITKA AIRPORT AK US,7,56.2,86.9,5,859,735,859,578,1233,"51,172,0.504 53,171,0.784 55,195,0.904 57,101,1.592 59,20,2.976 61,25,2.614 63,13,3.137 65,4,3.976"
42,SITKA AIRPORT AK US,8,57.2,85.6,6.4,1032,945,868,454,1263,"51,93,0.312 53,162,0.493 55,183,0.613 57,160,1.082 59,43,1.819 61,54,2.950 63,13,3.806 65,7,4.261 67,3,3.930 69,3,4.638"
42,SITKA AIRPORT AK US,9,53,79.7,7.3,672,482,439,267,691,"51,173,0.494 53,173,0.811 55,101,1.355 57,61,1.796 59,39,2.142 61,33,3.451 63,8,3.653 65,1,1.001"
42,SITKA AIRPORT AK US,10,46.1,73.7,8.5,496,277,271,168,410,"51,107,1.498 53,20,4.851 55,4,6.981"
42,SITKA AIRPORT AK US,11,39.5,65.8,8.9,445,136,146,62,159,"51,60,0.259 53,6,3.131"
42,SITKA AIRPORT AK US,12,37,63.8,9.7,296,89,102,51,120,
43,ST PAUL ISLAND AIRPORT AK US,1,25.1,85.3,18.8,270,181,58,55,124,
43,ST PAUL ISLAND AIRPORT AK US,2,24.4,91.8,18.6,461,386,141,121,302,
43,ST PAUL ISLAND AIRPORT AK US,3,24.8,81.4,17.2,712,784,301,238,642,
43,ST PAUL ISLAND AIRPORT AK US,4,29.2,86.3,16.2,783,1042,506,428,1028,
43,ST PAUL ISLAND AIRPORT AK US,5,36.2,82,14.1,646,852,501,522,1053,
43,ST PAUL ISLAND AIRPORT AK US,6,42.4,90,12.8,654,790,580,562,1150,"51,18,3.578 53,3,4.500 55,8,4.660 57,1,7.165 59,1,6.845"
43,ST PAUL ISLAND AIRPORT AK US,7,47.2,92.4,11.6,578,839,519,595,1053,"51,112,1.901 53,19,3.696 55,4,1.727 57,1,0.996 59,1,0.226 61,1,0.000"
43,ST PAUL ISLAND AIRPORT AK US,8,48.8,93.3,12.5,498,659,413,394,791,"51,156,1.952 53,25,3.476 55,7,6.139 57,1,8.671"
43,ST PAUL ISLAND AIRPORT AK US,9,45.3,88,14.7,540,617,303,238,606,"51,49,3.873 53,6,7.106"
43,ST PAUL ISLAND AIRPORT AK US,10,38.6,82.6,16.4,491,426,171,138,350,
43,ST PAUL ISLAND AIRPORT AK US,11,33,77.4,17.8,338,239,78,71,166,
43,ST PAUL ISLAND AIRPORT AK US,12,28.9,80.5,17.9,223,128,43,39,87,
44,SUTTON 1 W AK US,1,15.7,75.2,8.9,381,103,102,46,95,
44,SUTTON 1 W AK US,2,19.9,73.9,8.5,921,447,221,108,328,
44,SUTTON 1 W AK US,3,27.2,61.4,8.5,1167,827,489,255,789,
44,SUTTON 1 W AK US,4,37,58.6,6.8,1338,1233,809,436,1323,"51,48,1.808 53,20,2.025 55,14,2.277 57,18,2.500 59,8,2.291 61,21,2.779 63,5,2.769 65,5,3.410 67,2,2.735"
44,SUTTON 1 W AK US,5,46.7,68.9,8,1061,959,919,534,1460,"51,82,1.397 53,40,1.819 55,34,2.093 57,28,2.047 59,9,2.355 61,19,3.107 63,10,1.492 65,3,1.440 67,10,2.417 69,6,3.634"
44,SUTTON 1 W AK US,6,53.8,50.6,8.6,1106,1126,1024,636,1694,"51,87,0.260 53,67,0.512 55,72,0.738 57,68,0.862 59,76,1.131 61,48,1.417 63,45,1.934 65,42,1.944 67,19,2.078 69,30,2.159 71,16,2.956 73,9,2.825 75,6,2.878 77,3,3.019"
44,SUTTON 1 W AK US,7,57.2,69.8,5.4,1012,1042,862,601,1474,"51,110,0.215 53,124,0.333 55,106,0.361 57,107,0.648 59,26,1.024 61,61,1.223 63,36,1.633 65,28,2.124 67,26,2.865 69,52,2.755 71,17,3.061 73,10,3.929 75,6,2.692 77,4,2.623 79,3,3.474"
44,SUTTON 1 W AK US,8,54.8,71.8,5.8,981,766,859,437,1196,"51,57,0.447 53,65,0.369 55,89,0.307 57,60,0.558 59,94,0.834 61,60,0.951 63,61,1.432 65,44,1.787 67,22,1.763 69,32,2.377 71,24,2.847 73,15,3.234 75,15,4.043 77,3,3.418"
44,SUTTON 1 W AK US,9,46.5,62,8.2,863,437,558,245,722,"51,86,1.063 53,52,1.697 55,47,1.788 57,35,1.634 59,21,1.279 61,28,1.730 63,16,1.963 65,18,0.676 67,5,0.950"
44,SUTTON 1 W AK US,10,33.9,74.3,5.4,516,259,250,137,354,"51,13,1.910"
44,SUTTON 1 W AK US,11,20.8,78,7.1,508,209,101,56,150,"51,20,1.408 53,4,0.000 55,1,0.000"
44,SUTTON 1 W AK US,12,17.5,72.6,7.5,144,43,40,26,55,
45,TALKEETNA AIRPORT AK US,1,14.2,74.9,5.6,330,117,54,36,84,
45,TALKEETNA AIRPORT AK US,2,18.1,81.3,5.4,917,444,218,106,324,
45,TALKEETNA AIRPORT AK US,3,24.9,66.3,5.6,1158,820,483,251,778,
45,TALKEETNA AIRPORT AK US,4,35.9,66.1,4.8,1322,1220,798,429,1306,"51,21,1.889 53,13,2.125 55,9,2.597 57,2,1.785 59,4,2.095"
45,TALKEETNA AIRPORT AK US,5,47.8,63.4,5.1,1086,1087,891,574,1463,"51,77,1.359 53,64,1.217 55,51,1.725 57,33,2.138 59,13,1.931 61,21,2.553 63,23,2.519 65,13,2.928 67,7,3.822 69,3,3.253"
45,TALKEETNA AIRPORT AK US,6,57,61.6,5.1,1073,1099,1000,622,1658,"51,90,0.436 53,77,0.654 55,55,0.853 57,59,1.105 59,49,1.088 61,39,1.313 63,40,1.367 65,26,1.569 67,12,2.054 69,47,2.201 71,22,2.262 73,13,2.505 75,13,2.431 77,4,3.101 79,6,3.057 81,3,2.873"
45,TALKEETNA AIRPORT AK US,7,60.1,74.1,4.7,993,1026,848,593,1453,"51,104,0.365 53,89,0.354 55,92,0.496 57,83,0.683 59,44,0.619 61,49,1.421 63,47,1.537 65,42,1.305 67,35,1.709 69,70,2.187 71,25,2.794 73,9,2.290 75,3,2.809 77,1,2.986 79,6,2.594"
45,TALKEETNA AIRPORT AK US,8,56.7,79.4,3.8,906,745,754,396,1086,"51,156,0.211 53,89,0.307 55,75,0.541 57,61,0.934 59,36,1.505 61,51,1.692 63,38,2.134 65,48,2.386 67,32,2.468 69,23,3.301 71,14,4.145 73,4,4.277 75,1,3.354"
45,TALKEETNA AIRPORT AK US,9,47.5,82.7,3.8,897,643,472,252,744,"51,84,0.963 53,47,1.383 55,44,1.718 57,30,2.619 59,16,3.017 61,17,3.381 63,9,4.094 65,6,4.888 67,13,4.931 69,1,6.562"
45,TALKEETNA AIRPORT AK US,10,33.2,84.1,4.1,685,398,222,123,350,"51,1,9.987"
45,TALKEETNA AIRPORT AK US,11,19.5,77.8,5,496,199,92,52,137,
45,TALKEETNA AIRPORT AK US,12,16,80.3,5.2,239,72,31,20,47,
46,TANANA CALHOUN MEMORIAL AIRPORT AK US,1,-9,75.4,6.3,217,76,37,24,57,
46,TANANA CALHOUN MEMORIAL AIRPORT AK US,2,-2.8,69.9,6.5,690,306,167,86,239,
46,TANANA CALHOUN MEMORIAL AIRPORT AK US,3,7.4,56.7,8.1,1229,779,457,195,650,
46,TANANA CALHOUN MEMORIAL AIRPORT AK US,4,27.5,66.5,5.6,1300,1220,826,470,1353,
46,TANANA CALHOUN MEMORIAL AIRPORT AK US,5,46.3,56,6,1338,1381,1023,647,1601,"51,59,1.816 53,29,2.100 55,31,1.863 57,20,1.787 59,9,2.095 61,19,1.956 63,10,2.673 65,1,2.936 67,5,3.895 69,1,3.082"
46,TANANA CALHOUN MEMORIAL AIRPORT AK US,6,58.3,58.2,7,1193,1320,1078,792,1747,"51,73,0.524 53,39,0.533 55,50,0.546 57,52,0.727 59,51,1.210 61,52,1.174 63,52,1.739 65,51,1.675 67,27,1.444 69,48,1.691 71,28,1.985 73,22,2.118 75,6,2.692 77,8,2.192 79,4,1.435 81,2,2.239"
46,TANANA CALHOUN MEMORIAL AIRPORT AK US,7,60.4,75.1,4.9,1244,1202,1160,729,1644,"51,66,0.413 53,96,0.370 55,68,0.650 57,67,0.808 59,41,1.070 61,59,1.339 63,50,1.493 65,48,1.720 67,41,1.968 69,40,2.007 71,23,2.579 73,10,2.470 75,7,3.393 77,1,1.646"
46,TANANA CALHOUN MEMORIAL AIRPORT AK US,8,53.9,70,6.9,1054,939,708,423,1089,"51,118,1.061 53,56,0.949 55,62,1.474 57,50,1.317 59,35,1.598 61,44,2.240 63,19,1.617 65,16,1.209 67,13,2.074 69,13,2.980 71,2,4.293"
46,TANANA CALHOUN MEMORIAL AIRPORT AK US,9,42.8,69.6,4.7,863,645,419,207,608,"51,47,1.114 53,28,1.302 55,19,0.914 57,5,3.031 59,1,1.237"
46,TANANA CALHOUN MEMORIAL AIRPORT AK US,10,22.5,81,3.9,661,372,197,117,312,"51,11,0.549 53,7,0.351 55,8,1.174 57,4,0.688 59,4,0.682 61,3,1.230 63,4,2.136 65,1,10.876"
46,TANANA CALHOUN MEMORIAL AIRPORT AK US,11,1.9,81.1,5,442,171,80,48,119,
46,TANANA CALHOUN MEMORIAL AIRPORT AK US,12,-4.8,75.7,4.4,58,17,12,8,19,
47,TOK AK US,1,-11.4,77.4,3.4,299,104,58,38,87,
47,TOK AK US,2,-2.6,77.9,3.5,769,353,164,81,243,
47,TOK AK US,3,10.3,64.6,5.4,1196,777,455,219,702,
47,TOK AK US,4,31.5,56.6,4.7,1475,1218,800,384,1290,"51,11,1.908 53,7,2.419 55,5,1.873 57,3,0.897 59,1,1.176"
47,TOK AK US,5,46.2,54.1,4.9,743,705,676,487,1093,"51,58,0.952 53,33,1.169 55,27,1.105 57,31,0.949 59,7,1.240 61,18,1.103 63,12,1.831 65,19,1.776 67,14,1.987 69,19,2.966 71,18,3.164 73,15,2.749 75,12,2.956 77,4,1.679 79,5,2.840 81,1,0.830"
47,TOK AK US,6,56.3,56.1,5.8,989,997,961,631,1545,"51,90,0.787 53,61,0.928 55,48,0.995 57,55,1.276 59,46,0.904 61,33,1.209 63,33,1.438 65,39,1.534 67,22,1.702 69,39,2.027 71,20,2.362 73,10,2.341 75,9,2.114"
47,TOK AK US,7,59.6,65,3.4,1040,1121,851,644,1509,"51,99,0.153 53,81,0.426 55,69,0.381 57,53,0.596 59,34,0.846 61,48,0.983 63,61,1.038 65,38,1.411 67,40,1.786 69,64,1.779 71,31,1.846 73,25,1.992 75,26,2.375 77,6,1.704 79,8,2.502 81,8,2.990 83,5,3.846 85,2,4.341"
47,TOK AK US,8,53.7,65.9,5.7,1116,1004,778,434,1208,"51,98,0.562 53,46,0.763 55,40,1.148 57,37,1.139 59,46,1.663 61,41,1.937 63,34,2.079 65,33,1.999 67,25,1.637 69,28,2.122 71,14,3.052 73,10,3.808 75,1,4.227 77,4,3.343"
47,TOK AK US,9,42.4,75.8,3.3,896,704,467,259,741,"51,27,1.264 53,14,2.183 55,15,1.894 57,20,3.394 59,9,3.092 61,17,2.688"
47,TOK AK US,10,22,84.4,4.5,681,361,214,121,330,
47,TOK AK US,11,-0.3,74.1,4.8,402,146,71,42,105,
47,TOK AK US,12,-8.7,77,1.9,176,43,15,9,21,"51,2,0.000"
48,UNIVERSITY EXPERIMENT STATION AK US,1,-4.9,83,2.7,206,67,29,19,44,
48,UNIVERSITY EXPERIMENT STATION AK US,2,1.7,76,3.3,683,300,162,83,231,
48,UNIVERSITY EXPERIMENT STATION AK US,3,13.8,59.4,5.1,1202,783,460,222,709,
48,UNIVERSITY EXPERIMENT STATION AK US,4,32.7,49,6,1674,1169,1189,565,1350,"51,37,2.196 53,17,2.234 55,15,2.728 57,13,2.744 59,2,3.243 61,1,3.445"
48,UNIVERSITY EXPERIMENT STATION AK US,5,48.8,45.9,6.8,1317,1439,996,632,1658,"51,66,0.857 53,66,1.171 55,62,1.370 57,52,1.472 59,32,1.582 61,41,1.783 63,38,1.859 65,27,1.850 67,21,1.745 69,12,1.947 71,3,1.674"
48,UNIVERSITY EXPERIMENT STATION AK US,6,59.6,57.2,6.3,1221,1344,1098,804,1778,"51,74,0.429 53,49,0.598 55,63,0.574 57,64,0.694 59,24,0.736 61,67,0.909 63,69,1.093 65,58,1.312 67,65,1.536 69,60,1.417 71,26,1.512 73,21,1.549 75,11,1.769 77,6,1.601 79,12,2.162 81,4,1.734 83,1,2.243"
48,UNIVERSITY EXPERIMENT STATION AK US,7,62,67.8,5.8,1167,1276,926,679,1598,"51,69,0.347 53,42,0.373 55,56,0.381 57,60,0.399 59,41,0.528 61,63,0.626 63,54,0.999 65,60,1.306 67,47,1.311 69,62,1.633 71,40,1.785 73,29,1.880 75,38,2.045 77,12,2.193 79,17,2.180 81,7,1.509 83,3,2.775 85,2,2.203 87,2,2.003"
48,UNIVERSITY EXPERIMENT STATION AK US,8,55.8,67.9,5.5,1171,1030,767,439,1228,"51,90,0.423 53,65,0.580 55,65,0.675 57,62,0.657 59,32,0.694 61,58,0.884 63,47,1.254 65,54,1.360 67,39,1.580 69,52,1.553 71,23,2.262 73,19,2.277 75,10,2.477 77,4,1.855 79,3,2.494"
48,UNIVERSITY EXPERIMENT STATION AK US,9,44.7,73.3,5.3,916,653,465,237,688,"51,68,1.238 53,37,1.505 55,29,1.835 57,28,2.618 59,12,1.994 61,23,2.567 63,8,3.191"
48,UNIVERSITY EXPERIMENT STATION AK US,10,24.8,76.5,4.5,654,367,192,114,305,"51,22,2.083 53,5,4.289 55,3,3.943 57,1,2.534"
48,UNIVERSITY EXPERIMENT STATION AK US,11,4.6,78.3,3,360,99,98,48,78,
48,UNIVERSITY EXPERIMENT STATION AK US,12,-1.1,79.8,2.4,52,12,8,6,12,
49,VALDEZ WEATHER SERVICE OFFICE AK US,1,23.7,69.7,7.2,377,100,98,44,91,
49,VALDEZ WEATHER SERVICE OFFICE AK US,2,26,77.5,6.5,339,146,146,95,189,
49,VALDEZ WEATHER SERVICE OFFICE AK US,3,30.3,69.2,5.5,994,479,547,219,618,
49,VALDEZ WEATHER SERVICE OFFICE AK US,4,38.1,77.1,4.4,896,656,634,337,947,"51,19,3.467 53,10,4.782 55,5,4.358"
49,VALDEZ WEATHER SERVICE OFFICE AK US,5,47,78.4,5.9,904,767,767,474,1238,"51,116,1.743 53,47,2.572 55,25,2.977 57,17,3.588 59,5,4.696 61,3,3.785 63,3,3.354 65,1,3.834"
49,VALDEZ WEATHER SERVICE OFFICE AK US,6,53.2,74.3,6.1,833,749,882,568,1341,"51,103,0.396 53,87,0.585 55,91,0.937 57,57,1.223 59,41,1.649 61,45,2.496 63,36,2.578 65,24,2.900 67,13,2.653 69,5,3.344 71,3,2.696 73,4,3.768 75,2,2.700"
49,VALDEZ WEATHER SERVICE OFFICE AK US,7,55.4,79.6,5.7,743,740,693,522,1144,"51,130,0.260 53,127,0.446 55,83,0.710 57,91,0.968 59,66,1.564 61,34,1.908 63,32,2.332 65,30,2.659 67,17,2.960 69,10,3.539 71,6,3.060 73,5,3.716 75,9,3.856 77,1,1.142"
49,VALDEZ WEATHER SERVICE OFFICE AK US,8,53.7,84.7,4.4,922,664,788,386,1078,"51,252,0.354 53,82,0.739 55,57,1.306 57,52,1.714 59,25,2.275 61,36,3.024 63,18,3.464 65,14,4.075 67,7,3.777 69,9,4.332 71,4,4.550 73,6,4.650 75,3,4.619"
49,VALDEZ WEATHER SERVICE OFFICE AK US,9,47.3,86.8,3.8,589,408,450,249,594,"51,68,1.319 53,32,1.748 55,21,2.017 57,11,3.882 59,14,3.680 61,10,5.497 63,2,0.455 65,6,3.425 67,4,6.754 69,7,7.732 71,6,8.607"
49,VALDEZ WEATHER SERVICE OFFICE AK US,10,38.4,76.5,5.5,465,266,233,164,302,"51,12,3.220 53,1,3.145"
49,VALDEZ WEATHER SERVICE OFFICE AK US,11,28.3,48.1,13.7,669,196,205,80,163,
49,VALDEZ WEATHER SERVICE OFFICE AK US,12,26,76.5,5.3,193,49,51,26,46,
50,WHITES CROSSING AK US,1,6.9,74.9,8.9,376,100,99,44,90,
50,WHITES CROSSING AK US,2,12.7,81.3,8.5,840,287,302,118,343,
50,WHITES CROSSING AK US,3,21.3,66.3,8.5,1151,814,478,248,772,
50,WHITES CROSSING AK US,4,34.6,66.1,6.8,1312,1212,791,425,1295,"51,21,1.889 53,13,2.125 55,9,2.597 57,2,1.785 59,4,2.095"
50,WHITES CROSSING AK US,5,46.9,63.4,8,1040,941,904,525,1437,"51,77,1.359 53,64,1.217 55,51,1.725 57,33,2.138 59,13,1.931 61,21,2.553 63,23,2.519 65,13,2.928 67,7,3.822 69,3,3.253"
50,WHITES CROSSING AK US,6,55.7,61.6,8.6,1085,1109,1009,627,1671,"51,90,0.436 53,77,0.654 55,55,0.853 57,59,1.105 59,49,1.088 61,39,1.313 63,40,1.367 65,26,1.569 67,12,2.054 69,47,2.201 71,22,2.262 73,13,2.505 75,13,2.431 77,4,3.101 79,6,3.057 81,3,2.873"
50,WHITES CROSSING AK US,7,59.2,74.1,5.4,999,1031,852,596,1459,"51,104,0.365 53,89,0.354 55,92,0.496 57,83,0.683 59,44,0.619 61,49,1.421 63,47,1.537 65,42,1.305 67,35,1.709 69,70,2.187 71,25,2.794 73,9,2.290 75,3,2.809 77,1,2.986 79,6,2.594"
50,WHITES CROSSING AK US,8,55.9,79.4,5.8,954,743,839,425,1166,"51,156,0.211 53,89,0.307 55,75,0.541 57,61,0.934 59,36,1.505 61,51,1.692 63,38,2.134 65,48,2.386 67,32,2.468 69,23,3.301 71,14,4.145 73,4,4.277 75,1,3.354"
50,WHITES CROSSING AK US,9,46,82.7,8.2,838,417,540,234,694,"51,84,0.963 53,47,1.383 55,44,1.718 57,30,2.619 59,16,3.017 61,17,3.381 63,9,4.094 65,6,4.888 67,13,4.931 69,1,6.562"
50,WHITES CROSSING AK US,10,30.1,84.1,5.4,501,246,239,131,337,"51,1,9.987"
50,WHITES CROSSING AK US,11,13.4,77.8,7.1,497,200,92,51,138,
50,WHITES CROSSING AK US,12,9.7,80.3,7.5,193,49,51,26,46,
51,WRANGELL AIRPORT AK US,1,31.9,70.7,10.9,372,138,127,71,173,
51,WRANGELL AIRPORT AK US,2,33.9,72.3,3.4,604,276,291,144,382,
51,WRANGELL AIRPORT AK US,3,37.7,69.1,9.2,747,445,445,258,581,
51,WRANGELL AIRPORT AK US,4,43.3,67.7,7.1,908,705,798,367,1130,"51,16,2.627 53,5,2.437 55,4,3.143 57,6,3.519 59,2,3.606"
51,WRANGELL AIRPORT AK US,5,49.8,78.8,7,883,797,853,492,1361,"51,61,1.744 53,33,1.219 55,25,1.596 57,15,1.459 59,6,0.384 61,8,0.477 63,6,0.613 65,3,0.718"
51,WRANGELL AIRPORT AK US,6,55.1,77.7,6.7,908,884,1047,611,1608,"51,118,0.468 53,84,0.725 55,74,0.943 57,51,1.434 59,27,1.240 61,41,1.941 63,25,2.463 65,20,2.870 67,23,2.351 69,23,2.895 71,7,2.285 73,2,4.071 75,4,2.145 77,3,1.819 79,4,2.835 81,3,2.918 83,3,2.664"
51,WRANGELL AIRPORT AK US,7,57.8,85,5.1,789,783,947,558,1381,"51,84,0.227 53,127,0.405 55,164,0.698 57,140,0.961 59,46,1.105 61,58,1.766 63,31,2.882 65,24,3.491 67,11,2.767 69,8,3.810 71,3,2.813 73,4,1.895 75,3,3.743 77,3,1.030"
51,WRANGELL AIRPORT AK US,8,57.4,75.6,2.7,959,787,884,428,1304,"51,67,0.183 53,106,0.312 55,101,0.679 57,118,0.685 59,92,0.783 61,76,1.375 63,50,1.464 65,46,2.068 67,19,2.640 69,31,3.029 71,8,3.799 73,2,2.560 75,2,2.423 77,4,3.595 79,1,5.271"
51,WRANGELL AIRPORT AK US,9,52.2,79.6,3.5,669,430,453,259,703,"51,174,0.554 53,147,1.026 55,97,1.779 57,35,2.932 59,21,2.725 61,6,4.185"
51,WRANGELL AIRPORT AK US,10,44.9,78.8,7.4,714,343,326,134,412,"51,97,0.883 53,48,1.341 55,15,1.184 57,2,0.000"
51,WRANGELL AIRPORT AK US,11,37,74,4,347,135,144,84,199,"51,1,0.000"
51,WRANGELL AIRPORT AK US,12,33.1,78.4,4.4,295,88,101,50,119,
52,YAKUTAT AIRPORT AK US,1,28.1,86.2,6,301,103,101,54,128,
52,YAKUTAT AIRPORT AK US,2,29.7,72.7,5.9,608,242,255,125,317,
52,YAKUTAT AIRPORT AK US,3,32,80.8,6.3,820,511,488,238,627,
52,YAKUTAT AIRPORT AK US,4,37.8,80.2,6,914,730,718,380,1053,"51,19,2.821 53,6,2.935 55,4,3.946 57,1,4.636 61,2,2.920 63,2,5.690 65,3,3.864 67,3,4.115"
52,YAKUTAT AIRPORT AK US,5,44.7,84.9,6,819,719,794,488,1223,"51,61,3.046 53,22,4.080 55,15,3.795 57,5,2.345 59,2,3.547 61,4,3.104"
52,YAKUTAT AIRPORT AK US,6,50.8,84.5,5.7,767,698,919,578,1311,"51,229,0.613 53,87,1.304 55,53,2.050 57,37,2.645 59,14,3.044 61,17,4.340 63,8,3.754 65,5,3.846 67,2,5.795"
52,YAKUTAT AIRPORT AK US,7,54.3,84.1,5.3,860,735,859,578,1234,"51,103,0.232 53,135,0.527 55,130,0.799 57,101,1.276 59,57,1.365 61,50,2.036 63,26,2.794 65,15,2.400 67,10,3.447 69,12,3.767 71,5,4.972 73,1,6.226 75,2,5.664"
52,YAKUTAT AIRPORT AK US,8,53.8,86.7,5.3,907,647,826,399,1134,"51,74,0.315 53,131,0.212 55,155,0.728 57,100,1.273 59,35,1.755 61,63,2.298 63,38,3.406 65,14,4.399 67,3,4.675 69,5,4.517 71,1,4.945"
52,YAKUTAT AIRPORT AK US,9,48.4,82.6,5.9,673,483,440,267,692,"51,156,0.644 53,110,1.154 55,87,1.829 57,35,3.041 59,12,4.486 61,7,6.043 63,3,8.509 65,1,7.735"
52,YAKUTAT AIRPORT AK US,10,41,86.7,6.3,516,257,244,132,338,"51,58,2.935 53,4,1.001"
52,YAKUTAT AIRPORT AK US,11,32.3,85.6,5.9,446,137,147,63,161,"51,4,0.884"
52,YAKUTAT AIRPORT AK US,12,29.6,88.7,6.3,230,66,63,33,75,
